560293687738265601	sexism
560299163200815104	sexism
560313899099373568	sexism
560181343926353920	sexism
560191214344224768	sexism
560481970338430977	sexism
560302766875480064	sexism
560443767325753346	sexism
560159989642588161	sexism
562773181023657985	sexism
560811113068376064	sexism
562774158019686401	sexism
562821560466407424	sexism
560841269208170496	sexism
562678175852167172	sexism
562342319937310720	sexism
562831975674040322	sexism
561695991301431298	sexism
562349627215986688	sexism
562767195466661888	sexism
561532517896171520	sexism
562881096275476480	sexism
560847759482556416	sexism
562860227318796288	sexism
562835643404144640	sexism
562839679423488000	sexism
562860793767944193	sexism
561005248907866112	sexism
560509487115943937	sexism
560572503853371392	sexism
560828359559905280	sexism
562672352329486338	sexism
560652455734939650	sexism
562434124313792512	sexism
562474692863614976	sexism
563034427044134912	sexism
562430305492299777	sexism
561608108385243136	sexism
562305764459831298	sexism
562307702853238784	sexism
562350093140238338	sexism
562432586002485249	sexism
563022891638587392	sexism
562352842460393472	sexism
562326341622956032	sexism
562312335151611904	sexism
560593786473312257	sexism
562834962341433344	sexism
561147028752064513	sexism
562780644569530368	sexism
562774055796113408	sexism
562318403449683970	sexism
562430137451683840	sexism
562668872911044608	sexism
560556981506019328	sexism
563050567757750272	sexism
562024083798646784	sexism
560948966448443392	sexism
562826756416364544	sexism
560583821817430016	sexism
560951993947394048	sexism
562827090811445248	sexism
560802146992791553	sexism
561580524347854848	sexism
562809029882556416	sexism
562834394143281153	sexism
562891291101757440	sexism
561931298525442048	sexism
562772798343753728	sexism
562818699988860929	sexism
562785878649872384	sexism
560805153113391104	sexism
562846471993966592	sexism
562853510426148865	sexism
560506268893585408	sexism
560806980018012160	sexism
562445059753525248	sexism
562369394157039616	sexism
561927697170182144	sexism
561555438668644352	sexism
562467072073289729	sexism
560509571421442049	sexism
561907324118630401	sexism
562859463003365376	sexism
560856229917261825	sexism
562810349104402432	sexism
562664611565285379	sexism
561005336384266240	sexism
561910436690690048	sexism
562349860943572992	sexism
562414601766055936	sexism
562342158112653312	sexism
562648687483293696	sexism
562023947190149121	sexism
560835603370348544	sexism
563559567939100672	sexism
563594625353805824	sexism
563578999885299712	sexism
563155311436242944	sexism
563615156991963137	sexism
563601400115265536	sexism
563578907484381185	sexism
563599545805049856	sexism
563123953301200899	sexism
563590998841126913	sexism
563567039433162752	sexism
563732199254794240	sexism
563320019141267456	sexism
563312743722541056	sexism
563544441940893696	sexism
