565895483432763392,racism,Waseem
575104234430967809,racism,Waseem
571357497417555968,racism,Waseem
558870078637084672,racism,Waseem
575100230158307330,racism,Waseem
570296995832832000,racism,Waseem
561936768274952192,racism,Waseem
574963307926323200,racism,Waseem
566394738073292801,racism,Waseem
567076860178071554,racism,Waseem
574935286045507585,racism,Waseem
562340183647866880,racism,Waseem
567397801064022016,racism,Waseem
567083891979063296,racism,Waseem
564279023899910145,racism,Waseem
575332046723149824,racism,Waseem
564485142274514944,racism,Waseem
560306886856044544,racism,Waseem
567735576057491458,racism,Waseem
576256315502174208,racism,Waseem
574315937303678976,racism,Waseem
554018774458716160,racism,Waseem
575180235064258562,racism,Waseem
567757812210495489,racism,Waseem
576452092589580288,racism,Waseem
561553064763457536,racism,Waseem
557362145411600384,racism,Waseem
552568185355239426,racism,Waseem
562333058045464577,racism,Waseem
556965879603142656,racism,Waseem
553404130413121536,racism,Waseem
552606096037126144,racism,Waseem
567015045561712641,racism,Waseem
567827445484658688,racism,Waseem
557365942871552002,racism,Waseem
574776119448109056,racism,Waseem
575062940069445633,racism,Waseem
552256116952805376,racism,Waseem
575060201419620352,racism,Waseem
573969255940542465,racism,Waseem
575661022846935040,racism,Waseem
575047672412835841,racism,Waseem
575172496263016450,racism,Waseem
563715317243736064,racism,Waseem
568543501580808192,racism,Waseem
565549435066015744,racism,Waseem
553005887988588544,racism,Waseem
560306021734707201,racism,Waseem
567440148187459584,racism,Waseem
566816273225375744,racism,Waseem
576629811356909568,racism,Waseem
575470581346213889,racism,Waseem
557364456443760641,racism,Waseem
555201461488218112,racism,Waseem
552886368842436609,racism,Waseem
563367195913101312,racism,Waseem
564453322069774336,racism,Waseem
572292254552862721,racism,Waseem
574755888809910273,racism,Waseem
556963848293339136,racism,Waseem
576349273693941760,racism,Waseem
560314496481120256,racism,Waseem
564172868590645248,racism,Waseem
563516517279465472,racism,Waseem
575182481164398592,racism,Waseem
555536401266008065,racism,Waseem
565681113382023169,racism,Waseem
567580966172909568,racism,Waseem
562719089479925762,racism,Waseem
563509716962144256,racism,Waseem
555151223276331008,racism,Waseem
566493784880340993,racism,Waseem
570958362218618881,racism,Waseem
575424640970964992,racism,Waseem
567074689818693632,racism,Waseem
554157222608273409,racism,Waseem
567937401995132928,racism,Waseem
559444313969795074,racism,Waseem
567046937560375297,racism,Waseem
576454469266735104,racism,Waseem
552132765592727553,racism,Waseem
562424259780173824,racism,Waseem
552351551688564736,racism,Waseem
563362698444804097,racism,Waseem
568273955888324608,racism,Waseem
574691373212794880,racism,Waseem
574762597964115968,racism,Waseem
564636601397960704,racism,Waseem
576627064851156993,racism,Waseem
552533544564953094,racism,Waseem
562251268190507008,racism,Waseem
572060737683648512,racism,Waseem
564454954316726272,racism,Waseem
575424872530083840,racism,Waseem
576259213871038465,racism,Waseem
552534253976969216,racism,Waseem
563715748111974400,racism,Waseem
575061389489803264,racism,Waseem
561166829725712386,racism,Waseem
566619283497549825,racism,Waseem
565977556176732160,racism,Waseem
566342091349843969,racism,Waseem
574739881756258305,racism,Waseem
564453487790915584,racism,Waseem
566818470533160960,racism,Waseem
576619354252414976,racism,Waseem
562247544076394497,racism,Waseem
568571860549373952,racism,Waseem
575862098128826370,racism,Waseem
566308549282631680,racism,Waseem
553981723084484608,racism,Waseem
553400662461931521,racism,Waseem
576639572097937408,racism,Waseem
567014466592575488,racism,Waseem
563014332255305728,racism,Waseem
576351262720950272,racism,Waseem
552559570917134336,racism,Waseem
554126482469974017,racism,Waseem
575329909272264704,racism,Waseem
574791710733037568,racism,Waseem
574948197744816128,racism,Waseem
574644457502461952,racism,Waseem
555220752186609664,racism,Waseem
559223940115992576,racism,Waseem
575065484397146113,racism,Waseem
552944864581529601,racism,Waseem
566494212808404995,racism,Waseem
555221817741160448,racism,Waseem
574777254661595136,racism,Waseem
553399931939991552,racism,Waseem
561168049165070336,racism,Waseem
555908517052170240,racism,Waseem
574682771454455808,racism,Waseem
553267240251195393,racism,Waseem
553078288281636866,racism,Waseem
565913482982195200,racism,Waseem
552889003989413888,racism,Waseem
